epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,9054.87,0.44025,0.35033,0.97827,0.89659,0.90735,0.95575,0.90266,0.5458,0.56525,1.1548,8.13603e-05,8.13603e-05,8.13603e-05
181,9104.56,0.44835,0.36491,0.98494,0.89573,0.92201,0.9629,0.91052,0.53969,0.51063,1.15387,7.7826e-05,7.7826e-05,7.7826e-05
182,9154.58,0.44091,0.34758,0.97626,0.89924,0.91264,0.96067,0.90975,0.53502,0.5022,1.17419,7.42917e-05,7.42917e-05,7.42917e-05
183,9204.51,0.44639,0.35819,0.97958,0.90121,0.92383,0.9638,0.90759,0.55594,0.51824,1.19846,7.07574e-05,7.07574e-05,7.07574e-05
184,9254.24,0.44072,0.34915,0.97627,0.91151,0.92195,0.96535,0.91005,0.55477,0.45921,1.24129,6.72231e-05,6.72231e-05,6.72231e-05
185,9304,0.44311,0.35382,0.98195,0.91427,0.93225,0.96613,0.91156,0.56508,0.44242,1.2578,6.36888e-05,6.36888e-05,6.36888e-05
186,9354.29,0.44385,0.35721,0.98035,0.91088,0.93428,0.96845,0.91107,0.56951,0.45671,1.27117,6.01545e-05,6.01545e-05,6.01545e-05
187,9405.03,0.43444,0.35169,0.97491,0.90191,0.92701,0.96625,0.91026,0.55114,0.45008,1.22722,5.66202e-05,5.66202e-05,5.66202e-05
188,9455.99,0.44221,0.34916,0.97913,0.90596,0.92674,0.96724,0.91385,0.52682,0.46506,1.15628,5.30859e-05,5.30859e-05,5.30859e-05
189,9506.65,0.44166,0.35315,0.97794,0.89858,0.92869,0.96668,0.91279,0.52332,0.45467,1.16864,4.95516e-05,4.95516e-05,4.95516e-05
190,9556.99,0.43665,0.35408,0.97736,0.88894,0.92366,0.96363,0.90619,0.55085,0.46965,1.25456,4.60173e-05,4.60173e-05,4.60173e-05
191,9605.47,0.37994,0.28629,0.95341,0.89379,0.92448,0.96745,0.91329,0.53578,0.46978,1.1953,4.2483e-05,4.2483e-05,4.2483e-05
192,9653.87,0.3706,0.27084,0.94309,0.89904,0.92397,0.96664,0.91158,0.54019,0.46774,1.19942,3.89487e-05,3.89487e-05,3.89487e-05
193,9702.66,0.35731,0.26534,0.93686,0.90461,0.91985,0.96427,0.90887,0.56061,0.49378,1.22289,3.54144e-05,3.54144e-05,3.54144e-05
194,9751.59,0.35811,0.26437,0.93309,0.90619,0.91716,0.96456,0.90679,0.55383,0.50548,1.20771,3.18801e-05,3.18801e-05,3.18801e-05
195,9800.29,0.35152,0.25688,0.92907,0.91025,0.92423,0.96375,0.90812,0.53963,0.51773,1.1519,2.83458e-05,2.83458e-05,2.83458e-05
196,9848.82,0.34044,0.25302,0.92102,0.9158,0.92351,0.96474,0.91365,0.53082,0.50864,1.13055,2.48115e-05,2.48115e-05,2.48115e-05
197,9897.59,0.35011,0.25821,0.93511,0.91266,0.91266,0.96297,0.91061,0.51932,0.52791,1.08209,2.12772e-05,2.12772e-05,2.12772e-05
198,9945.75,0.34788,0.25858,0.92922,0.91056,0.91089,0.96313,0.91117,0.52228,0.53546,1.07956,1.77429e-05,1.77429e-05,1.77429e-05
199,9994,0.35149,0.25685,0.93074,0.91284,0.91704,0.96398,0.90893,0.52906,0.52717,1.10124,1.42086e-05,1.42086e-05,1.42086e-05
200,10042,0.34257,0.25418,0.92369,0.91059,0.91361,0.964,0.90775,0.5352,0.51743,1.12248,1.06743e-05,1.06743e-05,1.06743e-05
